,File_Name,rank,Rank_Diff,Time,SSIM,PSNR
1320,"ILSVRC2012_val_00049370.4_15,10.j2k",1,-1,6.587212459000057,0.8868189447190915,14.835487664368225
1321,ILSVRC2012_val_00031164.1_50.j2k,0,0,6.259858339999937,0.4795722706500867,12.517052358062719
1322,"ILSVRC2012_val_00004858.8_100,20.j2k",4,62,6.121799834000058,0.8549857526220174,19.191754197752758
1323,ILSVRC2012_val_00000517.2_50.j2k,0,1,6.416216832999908,0.6844041946617354,11.576530390620924
1324,"ILSVRC2012_val_00048781.4_15,10,1.j2k",2,-1,6.526380256000039,0.7271517833827211,11.92114886885356
1325,"ILSVRC2012_val_00001487.1_50,40.j2k",0,0,6.2349993220000215,0.4816580343468312,14.15198649175416
1326,"ILSVRC2012_val_00000597.1_10,5.j2k",1,0,8.83184127000004,0.5366045227565642,13.547876777548487
1327,ILSVRC2012_val_00000028.8_25.j2k,1,1,6.220644605999951,0.7179114483058976,13.466175548247987
1328,"ILSVRC2012_val_00031164.2_10,5.j2k",0,0,8.02588994100006,0.6182898835505007,12.578721830549025
1329,"ILSVRC2012_val_00000067.8_200,40,20.j2k",7,-7,6.942749813000091,0.6597448098413087,11.464673763344578
1330,"ILSVRC2012_val_00001358.4_100,20,10.j2k",64,194,7.219169228000055,0.6565763195737196,15.130554893886515
1331,"ILSVRC2012_val_00000094.4_10,5,1.j2k",1,0,7.6303841009998905,0.9153261187041858,13.344928279308007
1332,ILSVRC2012_val_00000517.1_200.j2k,0,1,6.776997029999848,0.6628896419895959,11.550059378864884
1333,"ILSVRC2012_val_00032827.4_50,40,20.j2k",3,-3,6.602202864999981,0.6367627587957586,12.540987958301777
1334,"ILSVRC2012_val_00000067.4_100,20.j2k",0,0,6.6720163760001014,0.6783040483711072,11.560874474781091
1335,ILSVRC2012_val_00049370.1_100.j2k,0,0,6.349493310999833,0.8983897151498379,14.933833232517294
1336,"ILSVRC2012_val_00042652.2_50,40,20.j2k",80,-53,6.219505304000222,0.31262980530006185,14.97559002270387
1337,"ILSVRC2012_val_00033235.2_100,20.j2k",1,0,6.213936992000072,0.6708138816780599,11.4048012678394
1338,"ILSVRC2012_val_00048756.2_50,40.j2k",3,-2,6.2048067470000206,0.5828346308134832,12.508189257803116
1339,ILSVRC2012_val_00001487.1_15.j2k,0,0,6.281126525000218,0.4938067890323875,14.15475675787249
1340,"ILSVRC2012_val_00032831.4_50,40.j2k",11,-11,6.735690068999929,0.4282755644734174,14.518765924732886
1341,"ILSVRC2012_val_00040587.8_50,40.j2k",687,-687,6.195649228000093,0.42338794229727117,11.616422049505566
1342,"ILSVRC2012_val_00048800.1_25,20,10.j2k",0,0,6.29792803600003,0.6240469251837646,14.517039296238126
1343,"ILSVRC2012_val_00005581.4_25,20.j2k",0,0,6.2523050360000525,0.8913088095707098,15.718852929444072
1344,"ILSVRC2012_val_00000785.2_10,5,1.j2k",32,-24,6.297140294000201,0.6135363412681085,12.822061363613278
1345,ILSVRC2012_val_00046567.2_200.j2k,2,-2,6.204268848999845,0.6113480053391631,12.509771382277627
1346,"ILSVRC2012_val_00005581.8_15,10,1.j2k",0,0,6.2212465990000965,0.8977507078791064,15.637990771550193
1347,ILSVRC2012_val_00043109.8_25.j2k,294,-294,6.2665483949999725,0.5963220452771448,12.117519157333529
1348,"ILSVRC2012_val_00032827.4_50,40.j2k",34,-34,6.217473685999948,0.5878256979717846,12.510208954115285
1349,"ILSVRC2012_val_00031164.1_100,20.j2k",0,0,6.376332677000164,0.5606938350980408,12.801296190792597
1350,"ILSVRC2012_val_00004858.4_10,5,1.j2k",2,64,6.293276972000058,0.8723995235522063,19.784169336444
1351,"ILSVRC2012_val_00000517.8_10,5.j2k",1,0,6.264636620999909,0.719438687589102,11.48576320395308
1352,ILSVRC2012_val_00000597.2_100.j2k,1,0,6.588663052000129,0.4686249343395157,13.344240612139288
1353,"ILSVRC2012_val_00029641.4_10,5,1.j2k",3,-3,7.576210184000047,0.6899678351794218,11.957321422806793
1354,"ILSVRC2012_val_00032827.1_100,20,10.j2k",3,-3,7.595777640000051,0.6489084127178675,12.644821347120823
1355,"ILSVRC2012_val_00001063.4_25,20,10.j2k",4,-3,7.568082977999893,0.5999750950531411,12.963417199635398
1356,"ILSVRC2012_val_00002998.2_10,5,1.j2k",0,1,7.341087881000021,0.3325289066723556,15.276793826358308
1357,"ILSVRC2012_val_00046567.8_25,20.j2k",4,-4,7.529033481999932,0.7078560212464567,12.562698246325922
1358,"ILSVRC2012_val_00030069.2_50,40,20.j2k",1,-1,6.284117467999977,0.7859386149958638,12.000671952619273
1359,"ILSVRC2012_val_00005196.1_25,20,10.j2k",3,-3,7.391381335999995,0.7540425465421087,13.162551847275804
1360,ILSVRC2012_val_00032827.8_10.j2k,86,-86,6.452962885000034,0.6543964182356197,12.438720521967234
1361,"ILSVRC2012_val_00038941.2_15,10.j2k",2,-1,6.810316149999835,0.5956158682047155,13.059029562195239
1362,ILSVRC2012_val_00030069.4_200.j2k,262,-262,6.6235504600001605,0.641614863285816,11.702074514824206
1363,ILSVRC2012_val_00043125.4_25.j2k,0,0,6.66501251700015,0.8092427458147479,13.209833263767493
1364,ILSVRC2012_val_00004858.1_15.j2k,57,9,7.171471600999894,0.8683509586171541,20.017385220956506
1365,ILSVRC2012_val_00043133.4_100.j2k,375,-375,6.370778572000063,0.6594355668632136,12.609920389021635
1366,"ILSVRC2012_val_00000067.1_10,5.j2k",0,0,7.016037838000102,0.7584500284801712,12.174365631592304
1367,"ILSVRC2012_val_00001487.8_25,20.j2k",38,-38,8.675552291000031,0.539640713685612,13.951134416572351
1368,"ILSVRC2012_val_00043109.4_100,20.j2k",3,-3,6.394901605000086,0.686387205231171,12.691544091964769
1369,"ILSVRC2012_val_00003890.2_15,10.j2k",32,-14,6.521649261999983,0.7188694669617992,12.66271435583837
1370,ILSVRC2012_val_00002998.8_200.j2k,243,-242,6.669870349999883,0.27139321706045316,14.302170950617068
1371,"ILSVRC2012_val_00005046.1_100,20.j2k",0,0,6.580407036999986,0.6502398157264722,13.19962956788202
1372,"ILSVRC2012_val_00004218.4_100,20,10.j2k",12,-8,6.207497596999929,0.7857924930672079,13.796146600722931
1373,"ILSVRC2012_val_00003890.4_15,10.j2k",104,-86,6.5210508400000435,0.7227155495871639,12.547289808958048
1374,"ILSVRC2012_val_00031164.2_50,40,20.j2k",0,0,7.32557649599994,0.555378530763722,12.506631100177712
1375,"ILSVRC2012_val_00029783.2_15,10.j2k",2,-2,7.017975338999804,0.6588309841146699,12.697960618820932
1376,"ILSVRC2012_val_00038941.1_10,5,1.j2k",1,0,7.113774954000064,0.5905678202039099,13.115057703298142
1377,"ILSVRC2012_val_00004858.8_15,10.j2k",3,63,7.760020207000025,0.8770819737518988,19.48874486826992
1378,"ILSVRC2012_val_00033354.8_25,20,10.j2k",334,-333,6.45373420299984,0.6813963810840876,12.033944961875076
1379,ILSVRC2012_val_00029932.8_200.j2k,677,-677,6.283949488000189,0.23423316246688985,10.969164401323761
1380,ILSVRC2012_val_00027986.1_200.j2k,0,0,6.315495113000225,0.7058781309782907,13.167237571845353
1381,ILSVRC2012_val_00048861.8_15.j2k,1,-1,6.2337087599998995,0.5558254238760351,12.759966073877537
