,File_Name,rank,Rank_Diff,Time,SSIM,PSNR
2640,ILSVRC2012_val_00000597.8_8.png,1,0,7.551532318999307,0.9584305815014676,30.338516143021167
2641,ILSVRC2012_val_00038941.1_8.png,1,0,6.926673120000487,0.8742155954024705,29.10019356836122
2642,ILSVRC2012_val_00048781.1_6.png,0,1,7.559357371999795,0.9031556587037907,30.02101069685469
2643,ILSVRC2012_val_00002998.8_10.png,0,1,7.369082953999168,0.893433466268808,27.74226097225107
2644,ILSVRC2012_val_00004858.2_30.png,55,11,7.445317959000022,0.9808966943153831,35.917705188513274
2645,ILSVRC2012_val_00042652.1_14.png,29,-2,7.372199327000999,0.9499291960716649,29.937032988472755
2646,ILSVRC2012_val_00001171.4_16.png,60,-59,6.248317256000519,0.9203205850450118,31.896709361596336
2647,ILSVRC2012_val_00000067.8_7.png,0,0,6.283616708000409,0.9409095671433774,30.27391869057626
2648,ILSVRC2012_val_00048756.2_12.png,2,-1,6.26503374099957,0.8971648295455864,30.630797587115843
2649,ILSVRC2012_val_00005223.2_6.png,0,0,6.328104325000822,0.9095400049884593,29.032602054708335
2650,ILSVRC2012_val_00043120.4_1.png,0,0,6.3098756419985875,0.7760064320762182,25.1604394660284
2651,ILSVRC2012_val_00001171.4_50.png,61,-60,6.257464135000191,0.9527112419178723,34.44154833279234
2652,ILSVRC2012_val_00049923.2_18.png,0,0,6.260910802000581,0.9545825053382283,32.20995440667202
2653,ILSVRC2012_val_00008526.4_18.png,43,2,6.392890082999656,0.9729107285302852,32.03888822370291
2654,ILSVRC2012_val_00042652.1_4.png,19,8,6.336441712999658,0.925434065289036,27.8766139710929
2655,ILSVRC2012_val_00033235.1_4.png,0,1,6.421943956000177,0.8746658312536951,28.907429982458055
2656,ILSVRC2012_val_00043152.2_12.png,0,0,6.481550643000446,0.9105965296724068,30.84683766810524
2657,ILSVRC2012_val_00048861.1_2.png,0,0,6.418941363999693,0.848619012715639,26.418725084286066
2658,ILSVRC2012_val_00005223.1_8.png,0,0,6.417981533999409,0.8918916281664461,29.648704907122237
2659,ILSVRC2012_val_00048781.4_7.png,1,0,6.421998986999824,0.9251918482932773,30.405018665549743
2660,ILSVRC2012_val_00048781.2_25.png,1,0,6.405620707999333,0.9476321016041085,33.018044086209365
2661,ILSVRC2012_val_00001487.8_40.png,1,-1,6.366149817000405,0.9829441230636614,32.51813887509671
2662,ILSVRC2012_val_00003890.8_3.png,49,-31,6.351482492000287,0.9479842807030435,28.55671839281181
2663,ILSVRC2012_val_00040587.4_6.png,1,-1,6.382050428999719,0.9473808992421046,30.211204884229033
2664,ILSVRC2012_val_00043133.2_20.png,0,0,6.40494131000014,0.977741112363485,33.41754351281514
2665,ILSVRC2012_val_00004573.2_25.png,126,-64,6.411179736000122,0.9597483782499323,32.89168509852896
2666,ILSVRC2012_val_00046718.2_50.png,0,0,6.405191539000953,0.9048738430274322,30.326673716905837
2667,ILSVRC2012_val_00049370.2_7.png,0,0,6.377860911001335,0.9026512566558607,30.956814843280952
2668,ILSVRC2012_val_00000754.1_40.png,0,0,6.418195288000788,0.9501027774530318,31.928987512088366
2669,ILSVRC2012_val_00002625.2_2.png,0,0,6.372387677000006,0.8465081382898052,25.645821946301233
2670,ILSVRC2012_val_00043109.8_25.png,12,-12,6.365194267000334,0.9802164401882378,32.90724738388712
2671,ILSVRC2012_val_00004379.4_4.png,217,-141,6.363256382001055,0.9269452787163229,28.824017441680958
2672,ILSVRC2012_val_00031164.8_30.png,0,0,6.332257702999414,0.9684156069101352,32.61615211534487
2673,ILSVRC2012_val_00004858.4_1.png,2,64,6.346804173999772,0.9475621479955239,28.14518818991699
